iter	Logloss
363	0.1603275565
364	0.1602958826
365	0.1602946213
366	0.1602345033
367	0.1601453658
368	0.1601120466
369	0.1600813
370	0.1600619474
371	0.1600305242
372	0.1599592871
373	0.1598975593
374	0.1598775034
375	0.1598209083
376	0.1597287365
377	0.1596850455
378	0.1596515783
379	0.1596451298
380	0.1595974765
381	0.159547647
382	0.1595237629
383	0.15948376
384	0.1594259139
385	0.1593923437
386	0.1593911967
387	0.1593859173
388	0.1593519159
389	0.1593049309
390	0.1592671905
391	0.1592048763
392	0.1591746266
393	0.1591357512
394	0.1591007225
395	0.1590838846
396	0.1590419472
397	0.1589596592
398	0.1588971211
399	0.158896477
400	0.1588529916
401	0.1588489832
402	0.1587942878
403	0.1587548958
404	0.1587059987
405	0.1586591225
406	0.1586179568
407	0.1585439459
408	0.1585287735
409	0.1584627117
410	0.1583444395
411	0.1583096174
412	0.158243809
413	0.1582177511
414	0.1582033423
415	0.1581436915
416	0.1580876534
417	0.1580838675
418	0.1580712814
419	0.1580328204
420	0.1580106775
421	0.1579830218
422	0.1579610971
423	0.1579477655
424	0.1578655846
425	0.1577747138
426	0.1577686987
427	0.1577046373
428	0.1576831854
429	0.1576114887
430	0.1575402079
431	0.1575135889
432	0.1574586788
433	0.1574277819
434	0.1574006864
435	0.1573508046
436	0.1573279846
437	0.1572481748
438	0.157233957
439	0.1572161607
440	0.1571868892
441	0.15709214
442	0.1570921277
443	0.1570870024
444	0.157017651
445	0.1569874756
446	0.1569566971
447	0.1569195793
448	0.1568894876
449	0.1568642358
450	0.1568571602
451	0.1568241424
452	0.1568046569
453	0.1567331614
454	0.1567042508
455	0.156633449
456	0.1565785377
457	0.156542388
458	0.1565419051
459	0.1565162717
460	0.1564965395
461	0.1564335525
462	0.1563816744
463	0.1563496549
464	0.1563333319
465	0.1563110926
466	0.1562712495
467	0.1562585284
468	0.1562140146
469	0.1561635632
470	0.1561446799
471	0.1560761463
472	0.1560209183
473	0.155983732
474	0.155940017
475	0.1558948886
476	0.155867848
477	0.1558102345
478	0.155803533
479	0.1557439198
480	0.1556974731
481	0.1556656788
482	0.155629994
483	0.1555958176
484	0.1555667006
485	0.1555218355
486	0.1555091185
487	0.1554875795
488	0.1554449736
489	0.1554239918
490	0.1553939152
491	0.1553934844
492	0.1553923885
493	0.155342869
494	0.1553057571
495	0.1552279735
496	0.1551911763
497	0.155166776
498	0.1551663644
499	0.1551427913
500	0.1551135235
501	0.1550922132
502	0.1550547272
503	0.1550219692
504	0.1549934492
505	0.1549593677
506	0.1548909307
507	0.1548802561
508	0.1548565947
509	0.1547746589
510	0.1547533093
511	0.1547065993
512	0.154680525
513	0.1546747318
514	0.1546579618
515	0.1546327679
516	0.1545944094
517	0.154568908
518	0.1544960775
519	0.1544483385
520	0.1544355937
521	0.1544347498
522	0.1543991438
523	0.1543990791
524	0.1543955962
525	0.1543243089
526	0.1542877591
527	0.1542475531
528	0.1542215631
529	0.1541968692
530	0.15415581
531	0.1541500473
532	0.1541204471
533	0.1540765248
534	0.1540238915
535	0.1540014187
536	0.1539413938
537	0.1539143703
538	0.1538846161
539	0.1538629257
540	0.1538376366
541	0.1538278487
542	0.1537963006
543	0.1537428633
544	0.1537003867
545	0.1536972237
546	0.1536475877
547	0.1535953733
548	0.1535730018
549	0.1535263736
550	0.1534963491
551	0.1534943429
552	0.1534942493
553	0.1534888332
554	0.1534742007
555	0.1534732974
556	0.1534493648
557	0.15338798
558	0.1533420123
559	0.1532992208
560	0.1532752029
561	0.1532322239
562	0.153219742
563	0.1531637281
564	0.1531447628
565	0.153143759
566	0.1531022828
567	0.1530668957
568	0.1530587343
569	0.1530562323
570	0.1530057128
571	0.1529710609
572	0.1529431558
573	0.1528959911
574	0.1528816663
575	0.1528445785
576	0.1528313891
577	0.152818647
578	0.1527875308
579	0.1527524917
580	0.1527414455
581	0.1527055605
582	0.1526784404
583	0.1526659728
584	0.1526524405
585	0.1526330691
586	0.1526207861
587	0.1525684194
588	0.1525388951
589	0.152530096
590	0.1524835538
591	0.1524441835
592	0.1524014919
593	0.1523919642
594	0.1523803899
595	0.1523693118
596	0.1523325247
597	0.1523130977
598	0.1522832318
599	0.1522632089
600	0.1522626897
601	0.1522553159
602	0.152230387
603	0.1522231644
604	0.1521884072
605	0.1521404971
606	0.1521133426
607	0.1521109342
608	0.1520956162
609	0.1519882232
610	0.1519627679
611	0.1519264678
612	0.1518771738
613	0.151859368
614	0.1518200622
615	0.1517877426
616	0.1517510593
617	0.1517489361
618	0.1517296543
619	0.1517105041
620	0.1516997897
621	0.1516707576
622	0.1516351757
623	0.1516081062
624	0.1515939491
625	0.1515694342
626	0.1515498549
627	0.1515148425
628	0.1515121959
629	0.1514977329
630	0.1514870787
631	0.151482102
632	0.1514752209
633	0.1514159288
634	0.15137976
635	0.1513615061
636	0.1513585193
637	0.1513231934
638	0.1513171015
639	0.1512964558
640	0.1512829017
641	0.1512515106
642	0.1512492583
643	0.1512488397
644	0.151230518
645	0.1512046876
646	0.1511646473
647	0.1511332155
648	0.1510857179
649	0.1510613493
650	0.1510261613
651	0.1509714631
652	0.1509501377
653	0.1509169723
654	0.1508781817
655	0.1508670614
656	0.1508416174
657	0.1508018109
658	0.1507658935
659	0.1507427025
660	0.1507015274
661	0.1506697876
662	0.150652751
663	0.1506527442
664	0.1506311956
665	0.1506091324
666	0.1505935971
667	0.1505936067
668	0.150576679
669	0.1505356757
670	0.1505080452
671	0.1505079874
672	0.1504726149
673	0.1504482194
674	0.1504264732
675	0.150410409
676	0.1504104062
677	0.1504029221
678	0.1503723971
679	0.1503717721
680	0.1503320331
681	0.1502985192
682	0.150268542
683	0.150240217
684	0.1501971234
685	0.1501771739
686	0.1501458454
687	0.1501419483
688	0.1500497047
689	0.1500178552
690	0.1499979481
691	0.149986851
692	0.1499533244
693	0.1499248007
694	0.149887689
695	0.1498757939
696	0.1498459752
697	0.1498076202
698	0.1497810855
699	0.1497389981
700	0.1497146929
701	0.1496780651
702	0.1496378415
703	0.1496268487
704	0.1496116035
705	0.1495914163
706	0.1495901702
707	0.1495794733
708	0.1495781211
709	0.1495634337
710	0.1495280271
711	0.1494949994
712	0.1494875124
713	0.1494788781
714	0.1494705552
715	0.1494570863
716	0.1494570258
717	0.1494418717
718	0.1494027776
719	0.1493913094
720	0.1493593542
721	0.1493470542
722	0.1493363768
723	0.1493363506
724	0.1493127884
725	0.1492832996
726	0.1492806323
727	0.1492667818
728	0.1492501526
729	0.1492107745
730	0.149137596
731	0.1491166238
732	0.1490872085
733	0.1490524662
734	0.1490523698
735	0.149052312
736	0.1490347108
737	0.1489890743
738	0.1489855973
739	0.1489715474
740	0.1489400601
741	0.1489400478
742	0.1489336445
743	0.1489332521
744	0.1489308107
745	0.1489308094
746	0.1489282949
747	0.1489124107
748	0.1488712817
749	0.1488472422
750	0.1487905126
751	0.1487852758
752	0.1487446627
753	0.1487209138
754	0.1486956659
755	0.1486648617
756	0.1486459567
757	0.1486254977
758	0.1486055553
759	0.1485547046
760	0.1485044376
761	0.1484817341
762	0.1484677003
763	0.1484279089
764	0.1484024443
765	0.1483400991
766	0.1482950811
767	0.148260167
768	0.1482423364
769	0.1482241374
770	0.148199564
771	0.1481887324
772	0.1481623416
773	0.1481585892
774	0.1481289418
775	0.1481191254
776	0.148116484
777	0.148100642
778	0.14807698
779	0.1480693877
780	0.148039183
781	0.1480128794
782	0.1480075559
783	0.1479650009
784	0.1479358573
785	0.1478740977
786	0.1478545515
787	0.1478331097
788	0.1478119633
789	0.1477824285
790	0.1477690315
791	0.1477144349
792	0.1476794169
793	0.1476450977
794	0.1476281972
795	0.1476157503
796	0.1475979233
797	0.1475691528
798	0.147550486
799	0.1475314659
800	0.1475213942
801	0.1474927818
802	0.1474665769
803	0.1474497707
804	0.1474419858
805	0.1474199822
806	0.1474004189
807	0.1473793808
808	0.1473617149
809	0.1473360109
810	0.1473315162
811	0.1473227913
812	0.1472894687
813	0.1472626734
814	0.1472270647
815	0.147196264
816	0.1471634087
817	0.1471452638
818	0.1471157298
819	0.147096232
820	0.147094658
821	0.1470818048
822	0.1470512771
823	0.1470244895
824	0.1469933191
825	0.1469927504
826	0.1469397835
827	0.1469100223
828	0.1468827967
829	0.1468600104
830	0.1468385191
831	0.1468366146
832	0.1468229696
833	0.1467864293
834	0.1467709941
835	0.146758655
836	0.1467536425
837	0.1466928565
838	0.1466797804
839	0.1466451387
840	0.1465957828
841	0.1465802376
842	0.146552623
843	0.1465204832
844	0.1465116525
845	0.1464731237
846	0.146459029
847	0.1464533543
848	0.1464519938
849	0.1464432875
850	0.146391928
851	0.1463581314
852	0.1463208025
853	0.1462794628
854	0.1462688743
855	0.1462350159
856	0.1461982857
857	0.146190167
858	0.1461696524
859	0.1461695574
860	0.1461519704
861	0.1461331639
862	0.1460893845
863	0.1460809094
864	0.1460707029
865	0.14603551
866	0.1460058067
867	0.145981972
868	0.1459447906
869	0.1459102143
870	0.1458735151
871	0.145842795
872	0.145834296
873	0.1458047366
874	0.1457699579
875	0.1457405175
876	0.145740428
877	0.145732183
878	0.1456921683
879	0.1456858462
880	0.1456477126
881	0.1456265859
882	0.1456125521
883	0.1455925136
884	0.145576503
885	0.145549185
886	0.145528017
887	0.145505969
888	0.1454627707
889	0.1454463481
890	0.1454170389
891	0.145382332
892	0.1453546441
893	0.1453507136
894	0.1453199455
895	0.1453096337
896	0.1453096778
897	0.1452932685
898	0.145257492
899	0.1452437988
900	0.1452376919
901	0.1452313195
902	0.1452084494
903	0.1451909356
904	0.1451786795
905	0.1451482368
906	0.1451482306
907	0.1451482251
908	0.1451466229
909	0.1451264372
910	0.1450925896
911	0.1450821157
912	0.1450648699
913	0.1450527459
914	0.145040097
915	0.1450169502
916	0.1450123157
917	0.1449915149
918	0.1449833903
919	0.1449732632
920	0.144960525
921	0.1449386645
922	0.1448981003
923	0.144890828
924	0.1448763344
925	0.144867968
926	0.1448680182
927	0.1448553184
928	0.1448207491
929	0.1447781242
930	0.1447649709
931	0.1447509486
932	0.1447356026
933	0.1447313943
934	0.1447176424
935	0.144681879
936	0.1446587996
937	0.1446491927
938	0.1446146313
939	0.1445998354
940	0.1445819369
941	0.1445602452
942	0.1445357113
943	0.14450345
944	0.1444931828
945	0.1444662587
946	0.1444367451
947	0.144412377
948	0.1443995174
949	0.1443837267
950	0.1443766733
951	0.1443442372
952	0.1443043994
953	0.14427902
954	0.144264634
955	0.1442256546
956	0.144218804
957	0.1441811304
958	0.1441811621
959	0.1441688964
960	0.1441199194
961	0.1441027748
962	0.1440931044
963	0.1440880727
964	0.1440782297
965	0.1440510295
966	0.1440300545
967	0.1440081348
968	0.1439918817
969	0.1439885045
970	0.1439691017
971	0.1439575074
972	0.1439253202
973	0.1439078557
974	0.1438868377
975	0.1438767828
976	0.1438670183
977	0.1438574285
978	0.1438405821
979	0.143797278
980	0.1437725554
981	0.1437620121
982	0.1437611239
983	0.1437611384
984	0.143761117
985	0.1437379691
986	0.1437370369
987	0.1437207995
988	0.1436932591
989	0.143681995
990	0.1436644879
991	0.14365779
992	0.1436009216
993	0.1435842174
994	0.1435374386
995	0.143512811
996	0.1435111055
997	0.143488206
998	0.1434719553
999	0.143462228
